accident_id,city,state,latitude,longitude,cluster,risk_score,hour,casualties,accident_severity,weather,visibility,road_type,traffic_density
10658,Chandigarh,Punjab,30.755864,76.747808,1,0.1,0,2,minor,clear,high,highway,low
10659,Hyderabad,Telangana,17.505717,78.481089,1,0.45,18,1,minor,clear,high,urban,high
10660,Bangalore,Karnataka,12.843217,77.5432,0,0.65,16,5,fatal,rain,medium,rural,high
10661,Pune,Maharashtra,18.5146,73.918443,1,0.45,19,2,minor,clear,high,highway,high
10662,Bangalore,Karnataka,13.092382,77.441182,1,0.3,15,4,minor,clear,high,rural,high
10663,Kolkata,West Bengal,22.575983,88.445703,1,0.3,12,1,minor,clear,high,urban,high
10664,Mumbai,Maharashtra,19.138846,72.7765,2,0.45,22,0,major,fog,low,rural,medium
10665,Kolkata,West Bengal,22.459654,88.312926,3,0.6,9,2,minor,rain,low,highway,medium
10666,Hyderabad,Telangana,17.389776,78.491501,0,0.25,12,3,minor,rain,medium,rural,low
10667,Chennai,Tamil Nadu,12.884241,80.272021,2,0.45,4,4,minor,fog,low,urban,low
10668,Chandigarh,Punjab,30.64754,76.843486,0,0.25,6,1,major,rain,medium,rural,low
10669,Chennai,Tamil Nadu,12.92031,80.18661,1,0.1,7,4,minor,clear,high,rural,low
10670,Hyderabad,Telangana,17.391725,78.549152,3,0.45,15,4,major,rain,low,urban,medium
10671,Hyderabad,Telangana,17.487577,78.290608,3,0.8,18,1,major,rain,low,urban,high
10672,Mumbai,Maharashtra,19.04111,72.810522,2,0.45,21,0,minor,fog,low,rural,low
10673,Chandigarh,Punjab,30.730017,76.828337,1,0.1,14,0,major,clear,high,urban,low
10674,Kolkata,West Bengal,22.454096,88.484107,2,0.65,7,4,minor,fog,low,highway,high
10675,Hyderabad,Telangana,17.389032,78.354982,2,0.45,12,2,minor,fog,low,rural,medium
10676,Kolkata,West Bengal,22.490568,88.46985,2,0.65,11,1,minor,fog,low,highway,high
10677,Chandigarh,Punjab,30.654075,76.719838,3,0.45,13,4,minor,rain,low,highway,low
10678,Kolkata,West Bengal,22.520651,88.456285,1,0.45,18,1,major,clear,high,urban,high
10679,Chennai,Tamil Nadu,13.181774,80.280868,3,0.6,10,2,minor,rain,low,highway,low
10680,Delhi,Delhi,28.854823,77.211183,2,0.45,22,0,major,fog,low,highway,medium
10681,Bangalore,Karnataka,13.028695,77.447039,0,0.25,2,2,minor,rain,medium,highway,low
10682,Mumbai,Maharashtra,19.019227,72.861951,1,0.1,15,1,minor,clear,high,rural,medium
10683,Chandigarh,Punjab,30.691899,76.702486,2,0.8,17,0,major,fog,low,urban,high
10684,Mumbai,Maharashtra,19.058451,72.809819,2,0.45,22,0,minor,fog,low,highway,medium
10685,Hyderabad,Telangana,17.493831,78.446219,2,0.65,7,1,fatal,fog,low,highway,medium
10686,Hyderabad,Telangana,17.209638,78.223511,2,0.45,13,0,minor,fog,low,highway,low
10687,Chandigarh,Punjab,30.725399,76.877543,1,0.45,19,3,major,clear,high,rural,high
10688,Delhi,Delhi,28.493026,77.115815,3,0.65,15,0,minor,rain,low,highway,high
10689,Delhi,Delhi,28.510397,77.24002,3,0.45,6,1,major,rain,low,urban,medium
10690,Kolkata,West Bengal,22.672473,88.210246,1,0.1,6,1,minor,clear,high,rural,low
10691,Bangalore,Karnataka,13.036114,77.589476,2,0.65,5,1,minor,fog,low,rural,high
10692,Chennai,Tamil Nadu,13.182259,80.104242,0,0.4,9,4,minor,rain,medium,rural,medium
10693,Pune,Maharashtra,18.458836,73.745019,2,0.45,6,2,major,fog,low,highway,medium
10694,Mumbai,Maharashtra,18.961508,72.916112,3,0.8,10,1,major,rain,low,highway,high
10695,Delhi,Delhi,28.883929,76.828599,1,0.1,22,5,minor,clear,high,rural,low
10696,Bangalore,Karnataka,13.044968,77.784402,1,0.3,12,2,major,clear,high,rural,high
10697,Delhi,Delhi,28.6702,77.238126,1,0.1,23,1,major,clear,high,urban,low
10698,Chennai,Tamil Nadu,13.050483,80.266499,1,0.65,18,4,fatal,clear,high,rural,high
10699,Pune,Maharashtra,18.400165,73.871015,2,0.65,23,2,minor,fog,low,rural,high
10700,Mumbai,Maharashtra,18.994017,72.847385,1,0.45,18,0,minor,clear,high,rural,high
10701,Mumbai,Maharashtra,19.214183,72.876692,2,0.45,4,0,major,fog,low,rural,low
10702,Delhi,Delhi,28.645538,77.276155,1,0.1,5,1,minor,clear,high,highway,low
10703,Kolkata,West Bengal,22.669428,88.396614,0,0.6,8,1,major,rain,medium,urban,high
10704,Mumbai,Maharashtra,18.922016,72.758311,2,0.45,5,1,minor,fog,low,highway,medium
10705,Delhi,Delhi,28.465336,77.148336,2,0.65,3,3,fatal,fog,low,highway,low
10706,Hyderabad,Telangana,17.325993,78.311035,2,0.65,16,2,major,fog,low,highway,high
10707,Mumbai,Maharashtra,19.041702,72.755135,2,0.65,1,2,fatal,fog,low,rural,low
10708,Chennai,Tamil Nadu,12.83087,80.168293,0,0.6,18,1,minor,rain,medium,highway,high
10709,Mumbai,Maharashtra,19.237377,72.981215,2,0.65,3,0,minor,fog,low,highway,high
10710,Chandigarh,Punjab,30.621346,76.744798,3,0.65,11,1,minor,rain,low,urban,high
10711,Bangalore,Karnataka,13.113516,77.482396,3,0.45,3,0,major,rain,low,urban,low
10712,Mumbai,Maharashtra,19.218986,72.739876,3,0.8,8,2,fatal,rain,low,urban,low
10713,Kolkata,West Bengal,22.661042,88.25621,3,0.45,6,1,minor,rain,low,rural,low
10714,Pune,Maharashtra,18.696461,73.841395,0,0.25,15,1,major,rain,medium,urban,medium
10715,Chennai,Tamil Nadu,12.916615,80.103924,0,0.45,15,4,minor,rain,medium,highway,high
10716,Mumbai,Maharashtra,19.155983,72.752529,2,0.6,18,0,minor,fog,low,highway,medium
10717,Pune,Maharashtra,18.659596,73.9191,2,0.45,13,2,minor,fog,low,rural,medium
10718,Hyderabad,Telangana,17.536879,78.399634,3,0.45,4,1,major,rain,low,rural,low
10719,Delhi,Delhi,28.566581,77.276046,1,0.3,12,1,minor,clear,high,urban,high
10720,Chennai,Tamil Nadu,12.894296,80.251977,3,0.45,15,3,major,rain,low,rural,low
10721,Chandigarh,Punjab,30.660145,76.748198,2,0.6,17,2,major,fog,low,highway,medium
10722,Chennai,Tamil Nadu,12.960473,80.100121,0,0.25,11,3,minor,rain,medium,urban,low
10723,Bangalore,Karnataka,13.133715,77.614249,2,0.45,12,2,minor,fog,low,rural,medium
10724,Chennai,Tamil Nadu,13.194883,80.239893,1,0.1,16,1,minor,clear,high,rural,low
10725,Mumbai,Maharashtra,19.047483,72.857571,2,0.6,9,3,minor,fog,low,highway,medium
10726,Mumbai,Maharashtra,18.987038,72.856361,2,0.45,11,1,minor,fog,low,rural,low
10727,Kolkata,West Bengal,22.608575,88.30933,0,0.45,22,1,major,rain,medium,highway,high
10728,Chandigarh,Punjab,30.738933,76.883309,1,0.1,21,3,major,clear,high,urban,medium
10729,Kolkata,West Bengal,22.691616,88.265311,1,0.25,10,4,major,clear,high,urban,low
10730,Chandigarh,Punjab,30.65245,76.790945,2,0.65,14,4,fatal,fog,low,rural,medium
10731,Chennai,Tamil Nadu,12.89014,80.276797,2,0.45,4,0,minor,fog,low,highway,low
10732,Mumbai,Maharashtra,18.965463,72.950016,2,0.45,21,5,minor,fog,low,urban,low
10733,Delhi,Delhi,28.422736,77.123455,1,0.3,1,5,fatal,clear,high,urban,low
10734,Hyderabad,Telangana,17.273157,78.476839,3,0.45,14,1,minor,rain,low,highway,low
10735,Chennai,Tamil Nadu,12.94592,80.116742,2,0.45,1,5,major,fog,low,highway,low
10736,Kolkata,West Bengal,22.580045,88.37417,0,0.25,12,4,major,rain,medium,urban,medium
10737,Mumbai,Maharashtra,18.86647,72.731025,1,0.3,3,3,major,clear,high,urban,high
10738,Hyderabad,Telangana,17.576735,78.584622,2,0.45,3,0,minor,fog,low,highway,low
10739,Pune,Maharashtra,18.615627,73.96768,0,0.25,14,3,major,rain,medium,rural,medium
10740,Bangalore,Karnataka,13.090369,77.791678,1,0.3,14,3,fatal,clear,high,urban,medium
10741,Kolkata,West Bengal,22.605673,88.390203,1,0.3,12,5,minor,clear,high,rural,high
10742,Delhi,Delhi,28.418837,76.824596,2,0.45,6,1,minor,fog,low,highway,medium
10743,Bangalore,Karnataka,12.969332,77.414518,3,0.45,11,2,minor,rain,low,urban,low
10744,Delhi,Delhi,28.746935,77.276489,3,0.45,6,1,minor,rain,low,rural,medium
10745,Chennai,Tamil Nadu,12.874742,80.221979,3,0.45,15,2,minor,rain,low,highway,low
10746,Delhi,Delhi,28.772537,77.146641,2,0.8,19,1,major,fog,low,highway,high
10747,Pune,Maharashtra,18.437143,73.831727,0,0.45,4,4,minor,rain,medium,rural,high
10748,Mumbai,Maharashtra,18.819015,72.996835,0,0.25,5,3,minor,rain,medium,urban,low
10749,Bangalore,Karnataka,13.071597,77.46611,1,0.1,11,4,major,clear,high,urban,low
10750,Pune,Maharashtra,18.400006,73.811887,3,0.85,21,4,fatal,rain,low,highway,high
10751,Delhi,Delhi,28.553735,77.094905,0,0.45,20,3,fatal,rain,medium,highway,low
10752,Chandigarh,Punjab,30.776054,76.808997,2,0.45,15,2,minor,fog,low,urban,low
10753,Pune,Maharashtra,18.489355,73.832488,3,0.8,19,5,fatal,rain,low,urban,medium
10754,Chennai,Tamil Nadu,13.002232,80.118523,2,0.45,6,4,minor,fog,low,urban,medium
10755,Pune,Maharashtra,18.668619,73.810548,0,0.45,1,3,major,rain,medium,highway,high
10756,Hyderabad,Telangana,17.309792,78.382066,3,0.8,17,1,major,rain,low,urban,high
10757,Delhi,Delhi,28.440713,76.892631,3,0.8,18,0,major,rain,low,urban,high
10758,Kolkata,West Bengal,22.545648,88.469828,2,0.8,9,5,major,fog,low,rural,high
10759,Bangalore,Karnataka,12.872034,77.678038,2,0.45,12,0,minor,fog,low,rural,medium
10760,Chandigarh,Punjab,30.61379,76.723983,1,0.1,6,0,minor,clear,high,highway,low
10761,Mumbai,Maharashtra,18.996701,72.761599,1,0.1,15,0,minor,clear,high,urban,low
10762,Mumbai,Maharashtra,18.958845,72.898124,1,0.1,23,1,major,clear,high,rural,medium
10763,Hyderabad,Telangana,17.517361,78.396001,3,0.65,7,5,fatal,rain,low,urban,medium
10764,Chandigarh,Punjab,30.614966,76.761686,1,0.65,10,4,fatal,clear,high,highway,high
10765,Chandigarh,Punjab,30.629696,76.779194,2,0.45,2,1,minor,fog,low,highway,low
10766,Delhi,Delhi,28.67274,76.865999,2,0.8,19,1,minor,fog,low,highway,high
10767,Hyderabad,Telangana,17.316981,78.217508,2,0.65,2,1,major,fog,low,rural,high
10768,Mumbai,Maharashtra,19.186899,72.848275,1,0.3,12,4,minor,clear,high,rural,high
10769,Pune,Maharashtra,18.639124,73.761347,2,0.45,15,1,minor,fog,low,highway,medium
10770,Delhi,Delhi,28.540219,77.071933,3,0.8,10,0,major,rain,low,highway,high
10771,Kolkata,West Bengal,22.638067,88.340946,2,0.6,18,3,major,fog,low,urban,medium
10772,Chandigarh,Punjab,30.70921,76.742362,1,0.25,17,2,minor,clear,high,highway,medium
10773,Mumbai,Maharashtra,19.047728,72.760719,3,0.65,13,0,minor,rain,low,urban,high
10774,Delhi,Delhi,28.748813,77.118583,2,0.65,22,2,major,fog,low,highway,high
10775,Kolkata,West Bengal,22.507687,88.218309,2,0.65,6,0,minor,fog,low,rural,high
10776,Mumbai,Maharashtra,18.871727,72.904854,0,0.45,7,1,fatal,rain,medium,urban,low
10777,Pune,Maharashtra,18.618909,73.88891,2,0.65,6,4,fatal,fog,low,rural,medium
10778,Pune,Maharashtra,18.693503,73.865845,0,0.35,21,3,minor,rain,medium,highway,medium
10779,Chandigarh,Punjab,30.674208,76.776363,3,0.45,22,1,major,rain,low,rural,medium
10780,Chandigarh,Punjab,30.605948,76.713287,2,0.45,23,1,minor,fog,low,rural,low
10781,Hyderabad,Telangana,17.421231,78.399532,1,0.3,2,4,minor,clear,high,highway,high
10782,Chandigarh,Punjab,30.758171,76.75076,0,0.25,2,2,minor,rain,medium,highway,low
10783,Chennai,Tamil Nadu,12.881424,80.187051,2,0.65,13,0,major,fog,low,urban,high
10784,Delhi,Delhi,28.579351,77.018873,3,0.65,1,3,major,rain,low,rural,high
10785,Chandigarh,Punjab,30.646411,76.86847,1,0.45,17,3,minor,clear,high,urban,high
10786,Chandigarh,Punjab,30.669649,76.843388,2,0.85,0,4,fatal,fog,low,urban,high
10787,Mumbai,Maharashtra,19.289211,72.927175,2,0.65,22,2,minor,fog,low,urban,high
10788,Pune,Maharashtra,18.480379,73.906524,1,0.1,7,1,minor,clear,high,highway,low
10789,Kolkata,West Bengal,22.606582,88.224268,3,0.45,4,0,minor,rain,low,highway,low
10790,Chandigarh,Punjab,30.680357,76.861234,2,0.65,16,1,major,fog,low,urban,high
10791,Pune,Maharashtra,18.509537,73.907617,1,0.25,17,1,minor,clear,high,rural,medium
10792,Chennai,Tamil Nadu,12.842879,80.206219,3,0.65,15,3,fatal,rain,low,highway,medium
10793,Chandigarh,Punjab,30.619527,76.79987,2,1.0,10,3,fatal,fog,low,urban,high
10794,Bangalore,Karnataka,12.872042,77.775247,2,0.8,19,1,minor,fog,low,urban,high
10795,Chandigarh,Punjab,30.670687,76.805993,2,0.45,3,0,major,fog,low,rural,low
10796,Bangalore,Karnataka,13.149966,77.77601,1,0.45,8,0,major,clear,high,rural,high
10797,Bangalore,Karnataka,13.153134,77.738437,2,0.6,18,1,minor,fog,low,urban,medium
10798,Chandigarh,Punjab,30.60761,76.757621,3,0.6,18,4,major,rain,low,highway,medium
10799,Chennai,Tamil Nadu,12.859103,80.231577,2,0.65,4,2,minor,fog,low,highway,high
10800,Chandigarh,Punjab,30.696979,76.837896,2,0.45,11,1,minor,fog,low,highway,medium
10801,Bangalore,Karnataka,12.812493,77.652539,2,0.45,22,1,major,fog,low,urban,low
10802,Kolkata,West Bengal,22.638503,88.220379,2,0.45,3,5,major,fog,low,urban,medium
10803,Pune,Maharashtra,18.59593,73.910687,3,0.65,14,3,minor,rain,low,rural,high
10804,Pune,Maharashtra,18.504664,73.889042,0,0.45,13,4,minor,rain,medium,highway,high
10805,Bangalore,Karnataka,12.846541,77.780645,3,1.0,17,3,fatal,rain,low,highway,high
10806,Hyderabad,Telangana,17.494067,78.59001,1,0.3,4,5,fatal,clear,high,highway,low
10807,Pune,Maharashtra,18.589102,73.925011,2,0.85,14,1,fatal,fog,low,highway,high
10808,Kolkata,West Bengal,22.497152,88.300733,1,0.3,0,4,fatal,clear,high,urban,medium
10809,Chandigarh,Punjab,30.765138,76.807933,2,0.45,23,2,major,fog,low,urban,low
10810,Chennai,Tamil Nadu,12.968578,80.157711,2,0.6,19,1,minor,fog,low,highway,medium
10811,Bangalore,Karnataka,13.060536,77.400412,1,0.45,9,2,minor,clear,high,urban,high
10812,Chandigarh,Punjab,30.607615,76.754752,0,0.6,10,3,minor,rain,medium,rural,high
10813,Kolkata,West Bengal,22.605442,88.40765,1,0.1,23,2,minor,clear,high,rural,low
10814,Hyderabad,Telangana,17.465338,78.236951,2,0.65,1,2,major,fog,low,highway,high
10815,Kolkata,West Bengal,22.486852,88.261785,2,0.65,6,2,major,fog,low,rural,high
10816,Pune,Maharashtra,18.496071,73.86387,1,0.3,2,2,fatal,clear,high,urban,low
10817,Chennai,Tamil Nadu,13.194262,80.187194,0,0.45,21,3,fatal,rain,medium,highway,low
10818,Chennai,Tamil Nadu,13.194454,80.259475,2,0.45,3,1,minor,fog,low,rural,low
10819,Hyderabad,Telangana,17.264941,78.596292,0,0.25,2,4,minor,rain,medium,highway,medium
10820,Delhi,Delhi,28.435123,76.875653,0,0.45,14,1,minor,rain,medium,rural,high
10821,Chandigarh,Punjab,30.675843,76.859397,2,0.45,5,4,major,fog,low,highway,medium
10822,Chandigarh,Punjab,30.640649,76.809488,1,0.5,11,5,fatal,clear,high,highway,high
10823,Bangalore,Karnataka,12.937771,77.563806,2,0.65,4,5,fatal,fog,low,rural,low
10824,Chennai,Tamil Nadu,13.168872,80.126064,1,0.1,2,1,minor,clear,high,highway,low
10825,Bangalore,Karnataka,13.170464,77.62585,1,0.1,23,0,major,clear,high,rural,medium
10826,Chandigarh,Punjab,30.683611,76.742759,1,0.3,16,2,major,clear,high,rural,high
10827,Hyderabad,Telangana,17.226682,78.497343,1,0.1,23,0,minor,clear,high,rural,medium
10828,Chandigarh,Punjab,30.636976,76.759169,2,0.65,23,2,minor,fog,low,rural,high
10829,Pune,Maharashtra,18.600288,73.971133,1,0.1,16,1,minor,clear,high,rural,low
10830,Chennai,Tamil Nadu,13.149476,80.247158,1,0.1,2,1,minor,clear,high,urban,low
10831,Bangalore,Karnataka,12.812504,77.638069,2,0.65,11,3,minor,fog,low,rural,high
10832,Mumbai,Maharashtra,19.045544,72.939417,0,0.6,19,3,major,rain,medium,urban,high
10833,Bangalore,Karnataka,12.98782,77.784841,3,0.8,8,4,minor,rain,low,highway,high
10834,Kolkata,West Bengal,22.440803,88.481353,3,0.65,15,0,minor,rain,low,highway,high
10835,Pune,Maharashtra,18.451672,73.922912,0,0.25,20,1,major,rain,medium,urban,medium
10836,Mumbai,Maharashtra,18.802557,72.969749,3,0.45,4,1,minor,rain,low,urban,low
10837,Kolkata,West Bengal,22.555712,88.394286,2,0.45,0,0,minor,fog,low,urban,low
10838,Delhi,Delhi,28.77883,77.286905,0,0.25,13,1,major,rain,medium,urban,medium
10839,Mumbai,Maharashtra,18.928376,72.958056,2,0.6,10,5,minor,fog,low,urban,low
10840,Chandigarh,Punjab,30.771699,76.77735,2,0.45,5,1,minor,fog,low,highway,low
10841,Kolkata,West Bengal,22.620978,88.217625,1,0.45,17,1,minor,clear,high,rural,high
10842,Chandigarh,Punjab,30.796088,76.848243,1,0.3,13,1,fatal,clear,high,urban,low
10843,Hyderabad,Telangana,17.593975,78.293101,1,0.3,7,1,minor,clear,high,rural,high
10844,Kolkata,West Bengal,22.665659,88.410509,0,0.45,7,1,minor,rain,medium,rural,high
10845,Chandigarh,Punjab,30.669239,76.879995,1,0.1,14,2,minor,clear,high,rural,low
10846,Hyderabad,Telangana,17.287085,78.439431,3,0.65,16,5,fatal,rain,low,highway,medium
10847,Hyderabad,Telangana,17.476272,78.465055,2,0.45,20,1,major,fog,low,rural,medium
10848,Kolkata,West Bengal,22.586484,88.278187,3,0.6,18,4,major,rain,low,rural,medium
10849,Kolkata,West Bengal,22.484668,88.375552,1,0.25,8,1,major,clear,high,highway,low
10850,Bangalore,Karnataka,13.136734,77.781388,2,0.6,9,1,major,fog,low,urban,low
10851,Kolkata,West Bengal,22.421633,88.227205,2,0.8,17,0,major,fog,low,rural,high
10852,Bangalore,Karnataka,13.130849,77.516003,2,0.65,6,3,major,fog,low,rural,high
10853,Chandigarh,Punjab,30.644564,76.840924,2,1.0,9,2,fatal,fog,low,rural,high
10854,Hyderabad,Telangana,17.570287,78.281959,0,0.25,23,0,minor,rain,medium,highway,low
10855,Hyderabad,Telangana,17.573784,78.211692,1,0.3,15,2,minor,clear,high,rural,high
10856,Mumbai,Maharashtra,19.257301,72.881724,2,0.8,18,1,fatal,fog,low,urban,medium
10857,Bangalore,Karnataka,12.962122,77.506358,1,0.3,2,3,fatal,clear,high,rural,low
10858,Kolkata,West Bengal,22.684416,88.274391,3,0.45,12,3,major,rain,low,urban,medium
10859,Hyderabad,Telangana,17.228671,78.227626,1,0.45,19,3,minor,clear,high,rural,high
10860,Kolkata,West Bengal,22.666921,88.482418,3,0.45,13,0,major,rain,low,urban,medium
10861,Bangalore,Karnataka,12.962168,77.77362,2,0.45,12,1,minor,fog,low,highway,low
10862,Bangalore,Karnataka,13.062457,77.406148,0,0.4,17,1,major,rain,medium,highway,medium
10863,Chennai,Tamil Nadu,12.874272,80.121998,2,0.65,1,1,minor,fog,low,highway,high
10864,Mumbai,Maharashtra,18.855098,72.773822,2,0.45,7,0,minor,fog,low,rural,medium
10865,Pune,Maharashtra,18.675176,73.802863,1,0.3,11,2,fatal,clear,high,rural,medium
10866,Hyderabad,Telangana,17.34587,78.33657,1,0.1,22,4,major,clear,high,urban,low
10867,Kolkata,West Bengal,22.681196,88.391609,0,0.8,17,5,fatal,rain,medium,highway,high
10868,Chennai,Tamil Nadu,13.13537,80.260539,2,0.45,12,0,minor,fog,low,highway,low
10869,Kolkata,West Bengal,22.623083,88.236365,3,0.8,17,3,fatal,rain,low,highway,medium
10870,Pune,Maharashtra,18.574425,73.924604,1,0.1,3,0,major,clear,high,rural,low
10871,Mumbai,Maharashtra,18.809966,72.929814,0,0.25,15,2,major,rain,medium,highway,medium
10872,Mumbai,Maharashtra,19.29397,72.927912,2,0.8,18,2,fatal,fog,low,rural,medium
10873,Pune,Maharashtra,18.526404,73.89421,0,0.45,23,3,minor,rain,medium,urban,high
10874,Chandigarh,Punjab,30.618355,76.804156,1,0.25,10,3,major,clear,high,rural,medium
10875,Delhi,Delhi,28.621821,76.842134,0,0.25,7,2,major,rain,medium,highway,medium
10876,Pune,Maharashtra,18.533887,73.859115,2,0.45,23,4,minor,fog,low,urban,low
10877,Chennai,Tamil Nadu,12.854141,80.162893,1,0.1,16,4,major,clear,high,urban,medium
10878,Delhi,Delhi,28.845025,77.251283,1,0.45,17,2,major,clear,high,rural,high
10879,Chennai,Tamil Nadu,12.914901,80.240966,2,0.65,15,0,major,fog,low,urban,high
10880,Pune,Maharashtra,18.628091,73.895085,2,0.8,18,2,major,fog,low,urban,high
10881,Mumbai,Maharashtra,18.804025,72.922153,2,0.45,3,0,minor,fog,low,rural,low
10882,Mumbai,Maharashtra,18.830684,72.724602,2,0.8,8,0,major,fog,low,urban,high
10883,Kolkata,West Bengal,22.646005,88.444104,2,0.45,14,4,major,fog,low,rural,low
10884,Hyderabad,Telangana,17.428195,78.45851,3,0.45,23,3,minor,rain,low,urban,medium
10885,Kolkata,West Bengal,22.668054,88.463834,3,0.8,8,0,major,rain,low,urban,high
10886,Chennai,Tamil Nadu,13.026601,80.268879,2,0.45,22,0,minor,fog,low,urban,medium
10887,Chandigarh,Punjab,30.634645,76.874775,3,0.45,4,2,minor,rain,low,rural,low
10888,Mumbai,Maharashtra,19.29457,72.801327,3,0.6,18,2,minor,rain,low,rural,low
10889,Chandigarh,Punjab,30.665536,76.804263,2,0.65,1,3,fatal,fog,low,rural,low
10890,Chandigarh,Punjab,30.667059,76.876455,2,0.65,5,2,fatal,fog,low,highway,medium
10891,Chandigarh,Punjab,30.79475,76.872196,0,0.25,22,0,minor,rain,medium,rural,low
10892,Mumbai,Maharashtra,18.926619,72.790486,2,0.65,15,2,fatal,fog,low,highway,medium
10893,Hyderabad,Telangana,17.451308,78.22736,3,0.45,7,5,minor,rain,low,urban,medium
10894,Delhi,Delhi,28.552405,77.23081,2,0.8,10,3,minor,fog,low,urban,high
10895,Bangalore,Karnataka,13.046488,77.592768,1,0.45,18,2,major,clear,high,highway,high
10896,Chennai,Tamil Nadu,13.120184,80.152847,2,0.45,7,1,minor,fog,low,highway,medium
10897,Chennai,Tamil Nadu,13.154619,80.178414,3,0.45,21,4,major,rain,low,urban,medium
10898,Chandigarh,Punjab,30.626323,76.786387,3,0.8,9,4,major,rain,low,urban,high
10899,Delhi,Delhi,28.49718,77.097595,2,0.65,14,5,major,fog,low,urban,high
10900,Mumbai,Maharashtra,19.17243,72.996427,2,0.65,0,4,fatal,fog,low,highway,low
10901,Kolkata,West Bengal,22.618432,88.436935,2,0.45,15,3,minor,fog,low,urban,low
10902,Hyderabad,Telangana,17.534896,78.577099,0,0.45,15,0,minor,rain,medium,rural,high
10903,Pune,Maharashtra,18.548724,73.877983,0,0.45,22,0,minor,rain,medium,highway,high
10904,Chennai,Tamil Nadu,12.921848,80.120697,2,0.6,19,5,major,fog,low,highway,medium
10905,Pune,Maharashtra,18.683276,73.731501,2,0.45,0,0,major,fog,low,highway,low
10906,Mumbai,Maharashtra,18.848794,72.802408,2,0.8,19,2,major,fog,low,rural,high
10907,Bangalore,Karnataka,12.842734,77.697265,1,0.1,7,2,major,clear,high,urban,medium
10908,Chennai,Tamil Nadu,13.09859,80.237172,2,0.8,8,4,fatal,fog,low,urban,medium
10909,Pune,Maharashtra,18.550765,73.866248,1,0.65,8,4,fatal,clear,high,urban,high
10910,Chandigarh,Punjab,30.699109,76.814208,2,0.45,1,1,minor,fog,low,highway,low
10911,Bangalore,Karnataka,12.921622,77.676556,1,0.45,18,2,fatal,clear,high,urban,medium
10912,Chandigarh,Punjab,30.799306,76.813157,1,0.3,15,1,major,clear,high,rural,high
10913,Delhi,Delhi,28.496431,77.079784,2,0.45,2,0,minor,fog,low,rural,low
10914,Delhi,Delhi,28.684678,77.095099,2,0.45,2,4,minor,fog,low,highway,low
10915,Chennai,Tamil Nadu,12.856746,80.231453,1,0.1,2,0,minor,clear,high,urban,low
10916,Bangalore,Karnataka,13.153506,77.791443,1,0.1,12,4,minor,clear,high,urban,low
10917,Chennai,Tamil Nadu,13.13987,80.236766,2,0.8,10,3,fatal,fog,low,urban,low
10918,Delhi,Delhi,28.786157,76.835968,1,0.3,7,1,minor,clear,high,urban,high
10919,Kolkata,West Bengal,22.621261,88.252722,2,0.65,0,3,fatal,fog,low,highway,low
10920,Pune,Maharashtra,18.617526,73.845796,1,0.1,2,1,major,clear,high,highway,medium
10921,Mumbai,Maharashtra,19.150606,72.961807,2,0.8,8,4,fatal,fog,low,urban,low
10922,Chennai,Tamil Nadu,12.972451,80.12475,2,0.8,19,2,major,fog,low,highway,high
10923,Hyderabad,Telangana,17.576667,78.224574,1,0.1,0,0,major,clear,high,urban,low
10924,Chennai,Tamil Nadu,12.808461,80.25798,2,0.6,17,3,major,fog,low,highway,low
10925,Kolkata,West Bengal,22.550483,88.422896,1,0.1,12,2,minor,clear,high,highway,low
10926,Kolkata,West Bengal,22.444481,88.343282,0,0.45,21,3,minor,rain,medium,rural,high
10927,Chandigarh,Punjab,30.753988,76.704773,1,0.1,13,0,major,clear,high,urban,medium
10928,Bangalore,Karnataka,13.016978,77.534714,3,0.65,1,0,minor,rain,low,highway,high
10929,Kolkata,West Bengal,22.633017,88.406819,1,0.45,9,1,minor,clear,high,urban,high
10930,Chandigarh,Punjab,30.760528,76.859492,1,0.3,15,1,fatal,clear,high,highway,medium
10931,Bangalore,Karnataka,13.189652,77.442958,1,0.3,12,0,minor,clear,high,highway,high
10932,Pune,Maharashtra,18.608269,73.7146,3,0.45,12,1,minor,rain,low,highway,low
10933,Chandigarh,Punjab,30.655455,76.754982,2,0.8,10,2,minor,fog,low,urban,high
10934,Chandigarh,Punjab,30.691153,76.834895,1,0.3,5,1,fatal,clear,high,urban,medium
10935,Bangalore,Karnataka,13.102638,77.519915,2,0.45,3,4,minor,fog,low,urban,low
10936,Delhi,Delhi,28.577269,76.944517,2,0.65,21,3,fatal,fog,low,highway,low
10937,Chandigarh,Punjab,30.734468,76.859704,2,0.45,4,1,minor,fog,low,rural,low
10938,Delhi,Delhi,28.413118,76.919244,3,0.45,15,0,major,rain,low,urban,low
10939,Chennai,Tamil Nadu,12.988744,80.286563,2,0.65,5,0,minor,fog,low,highway,high
10940,Delhi,Delhi,28.647334,77.213997,0,0.25,4,0,minor,rain,medium,rural,medium
10941,Bangalore,Karnataka,13.192689,77.589401,2,0.65,7,1,major,fog,low,urban,high
10942,Hyderabad,Telangana,17.36798,78.512507,1,0.1,12,0,major,clear,high,highway,medium
10943,Delhi,Delhi,28.582509,76.945608,3,0.8,17,0,minor,rain,low,urban,high
10944,Hyderabad,Telangana,17.356613,78.37684,1,0.1,0,4,major,clear,high,urban,low
10945,Chennai,Tamil Nadu,12.979682,80.215126,2,0.65,14,5,minor,fog,low,highway,high
