accident_id,city,accident_severity,actual,prediction,residual
5596,Mumbai,major,0.1,0.1139,-0.0139
5597,Mumbai,minor,0.65,0.7345,-0.0845
5604,Chandigarh,minor,0.45,0.4541,-0.0041
5608,Mumbai,fatal,0.65,0.4605,0.1895
5615,Chandigarh,major,0.45,0.4813,-0.0313
5620,Delhi,minor,0.65,0.6572,-0.0072
5623,Chandigarh,minor,0.25,0.251,-0.001
5627,Chandigarh,fatal,0.85,0.6356,0.2144
5630,Bangalore,minor,0.65,0.6537,-0.0037
5639,Hyderabad,minor,0.8,0.9098,-0.1098
5643,Hyderabad,fatal,0.45,0.3242,0.1258
5644,Chandigarh,minor,0.45,0.4886,-0.0386
5652,Chennai,minor,0.45,0.4853,-0.0353
5654,Chandigarh,minor,0.45,0.4874,-0.0374
5655,Hyderabad,minor,0.6,0.6307,-0.0307
5660,Chennai,minor,0.25,0.3861,-0.1361
5667,Chandigarh,major,0.6,0.6628,-0.0628
5668,Kolkata,fatal,0.65,0.4505,0.1995
5694,Hyderabad,fatal,0.45,0.2313,0.2187
5698,Chandigarh,major,0.45,0.4048,0.0452
5707,Hyderabad,minor,0.3,0.2907,0.0093
5723,Hyderabad,minor,0.65,0.658,-0.008
5726,Chennai,major,0.45,0.447,0.003
5727,Pune,fatal,0.3,0.1182,0.1818
5729,Mumbai,minor,0.65,0.6072,0.0428
5735,Bangalore,minor,0.65,0.7012,-0.0512
5740,Mumbai,minor,0.45,0.4548,-0.0048
5742,Chandigarh,major,0.45,0.471,-0.021
5747,Delhi,minor,0.65,0.7231,-0.0731
5753,Delhi,major,0.45,0.4723,-0.0223
5757,Kolkata,major,0.1,0.1677,-0.0677
5758,Mumbai,minor,0.1,0.1149,-0.0149
5768,Chandigarh,fatal,0.65,0.5199,0.1301
5771,Hyderabad,minor,0.45,0.4801,-0.0301
5786,Chandigarh,minor,0.65,0.6678,-0.0178
5792,Delhi,minor,0.45,0.4702,-0.0202
5795,Chandigarh,minor,0.65,0.6879,-0.0379
5808,Kolkata,minor,0.45,0.471,-0.021
5812,Chandigarh,major,0.1,0.0644,0.0356
5816,Bangalore,minor,0.25,0.2583,-0.0083
5825,Mumbai,major,0.1,0.1483,-0.0483
5835,Bangalore,minor,0.45,0.6341,-0.1841
5838,Bangalore,minor,0.1,0.1298,-0.0298
5848,Hyderabad,major,0.65,0.6858,-0.0358
5850,Mumbai,major,0.45,0.4785,-0.0285
5854,Pune,minor,0.45,0.4763,-0.0263
5857,Kolkata,minor,0.3,0.3701,-0.0701
5859,Chandigarh,minor,0.65,0.6993,-0.0493
5866,Chennai,minor,0.1,0.1136,-0.0136
5870,Mumbai,major,0.45,0.4799,-0.0299
5873,Bangalore,minor,0.65,0.7381,-0.0881
5877,Chennai,minor,0.25,0.2913,-0.0413
5884,Chennai,major,0.45,0.4676,-0.0176
5889,Bangalore,major,0.25,0.2698,-0.0198
5901,Pune,minor,0.3,0.346,-0.046
5905,Hyderabad,major,0.1,0.1252,-0.0252
5906,Delhi,major,0.6,0.6064,-0.0064
5912,Delhi,minor,0.8,0.8107,-0.0107
5916,Bangalore,minor,0.45,0.5369,-0.0869
5917,Bangalore,fatal,0.65,0.4413,0.2087
5920,Bangalore,minor,0.1,0.0936,0.0064
5921,Chennai,major,0.45,0.4647,-0.0147
5924,Kolkata,minor,0.45,0.4497,0.0003
5925,Hyderabad,minor,0.3,0.345,-0.045
5930,Bangalore,minor,0.65,0.7178,-0.0678
5931,Hyderabad,minor,0.25,0.2511,-0.0011
5945,Pune,fatal,0.8,0.5821,0.2179
5952,Delhi,major,0.25,0.4464,-0.1964
5956,Delhi,major,0.65,0.6491,0.0009
5961,Chennai,fatal,0.45,0.2517,0.1983
5963,Chandigarh,major,0.45,0.4778,-0.0278
5968,Bangalore,major,0.4,0.413,-0.013
5971,Chennai,fatal,0.45,0.2472,0.2028
5977,Chennai,major,0.8,0.8075,-0.0075
5978,Kolkata,minor,0.8,0.884,-0.084
5985,Delhi,major,0.1,0.1307,-0.0307
5987,Chennai,fatal,0.65,0.4655,0.1845
5990,Kolkata,fatal,0.3,0.136,0.164
5998,Chandigarh,minor,0.4,0.3502,0.0498
6002,Pune,minor,0.3,0.3153,-0.0153
6006,Mumbai,minor,0.45,0.4768,-0.0268
6010,Mumbai,minor,0.45,0.562,-0.112
6015,Hyderabad,minor,0.45,0.4701,-0.0201
6024,Chandigarh,minor,0.45,0.489,-0.039
6031,Kolkata,minor,0.25,0.2921,-0.0421
6035,Delhi,fatal,1.0,0.8195,0.1805
6044,Kolkata,minor,0.1,0.1064,-0.0064
6052,Chennai,minor,0.1,0.1282,-0.0282
6054,Pune,minor,0.1,0.1577,-0.0577
6057,Hyderabad,major,0.45,0.5465,-0.0965
6058,Pune,major,0.45,0.517,-0.067
6059,Hyderabad,minor,0.45,0.4826,-0.0326
6066,Chandigarh,major,0.65,0.7319,-0.0819
6071,Kolkata,minor,0.1,0.156,-0.056
6072,Mumbai,fatal,0.45,0.262,0.188
6078,Hyderabad,major,0.1,0.1146,-0.0146
6081,Delhi,major,0.3,0.3392,-0.0392
6083,Pune,major,0.3,0.3643,-0.0643
6087,Delhi,major,0.3,0.3351,-0.0351
6098,Chandigarh,major,0.45,0.5247,-0.0747
6113,Chennai,minor,0.45,0.5133,-0.0633
6121,Delhi,major,0.55,0.5506,-0.0006
6122,Mumbai,fatal,0.85,0.6761,0.1739
6127,Bangalore,minor,0.1,0.1208,-0.0208
6137,Chennai,major,0.1,0.2042,-0.1042
6138,Chennai,minor,0.45,0.4982,-0.0482
6152,Hyderabad,minor,0.45,0.4662,-0.0162
6163,Mumbai,minor,0.65,0.6854,-0.0354
6168,Chandigarh,major,0.1,0.1193,-0.0193
6172,Bangalore,major,0.45,0.478,-0.028
6182,Bangalore,minor,0.45,0.4458,0.0042
6183,Chandigarh,minor,0.45,0.4764,-0.0264
6186,Mumbai,major,0.45,0.432,0.018
6192,Pune,fatal,0.8,0.5664,0.2336
6198,Mumbai,fatal,0.65,0.4997,0.1503
6205,Delhi,minor,0.45,0.5779,-0.1279
6209,Mumbai,minor,0.45,0.4918,-0.0418
6221,Mumbai,fatal,0.3,0.1207,0.1793
6229,Pune,minor,0.3,0.3158,-0.0158
6240,Chandigarh,minor,0.45,0.4435,0.0065
6241,Hyderabad,minor,0.65,0.7134,-0.0634
6243,Pune,major,0.3,0.3617,-0.0617
6253,Chennai,major,0.45,0.4448,0.0052
6254,Delhi,minor,0.8,0.7988,0.0012
6255,Chandigarh,minor,0.25,0.2493,0.0007
6277,Mumbai,minor,0.3,0.3253,-0.0253
6281,Pune,minor,0.1,0.1404,-0.0404
6283,Chennai,fatal,0.3,0.0853,0.2147
6288,Bangalore,minor,0.65,0.6688,-0.0188
6295,Hyderabad,major,0.8,0.8488,-0.0488
6319,Chennai,minor,0.6,0.6857,-0.0857
6323,Kolkata,major,0.1,0.1185,-0.0185
6324,Mumbai,minor,0.3,0.2792,0.0208
6327,Chandigarh,minor,0.45,0.4386,0.0114
6330,Mumbai,major,0.6,0.6143,-0.0143
6331,Bangalore,minor,0.45,0.4534,-0.0034
6335,Chennai,fatal,0.45,0.266,0.184
6339,Mumbai,major,0.45,0.4932,-0.0432
6342,Bangalore,minor,0.45,0.4505,-0.0005
6343,Mumbai,minor,0.45,0.4481,0.0019
6357,Delhi,major,0.1,0.1328,-0.0328
6369,Chandigarh,minor,0.45,0.458,-0.008
6371,Mumbai,major,0.6,0.7084,-0.1084
6373,Kolkata,minor,0.8,0.8365,-0.0365
6374,Delhi,minor,0.45,0.4727,-0.0227
6386,Kolkata,minor,0.3,0.3627,-0.0627
6389,Bangalore,fatal,0.3,0.1659,0.1341
6392,Mumbai,major,0.1,0.1432,-0.0432
6396,Mumbai,major,0.45,0.476,-0.026
6401,Bangalore,fatal,0.3,0.0952,0.2048
6408,Delhi,minor,0.25,0.2713,-0.0213
6409,Hyderabad,major,0.45,0.5361,-0.0861
6411,Delhi,major,0.45,0.4545,-0.0045
6412,Chennai,minor,0.8,0.7652,0.0348
6417,Delhi,minor,0.1,0.157,-0.057
6443,Mumbai,minor,0.4,0.4105,-0.0105
6444,Mumbai,major,0.65,0.7047,-0.0547
6452,Pune,minor,0.45,0.5021,-0.0521
6456,Kolkata,minor,0.3,0.3468,-0.0468
6457,Mumbai,minor,0.1,0.1247,-0.0247
6461,Bangalore,major,0.45,0.4662,-0.0162
6465,Mumbai,minor,0.1,0.1175,-0.0175
6468,Hyderabad,minor,0.45,0.446,0.004
6471,Bangalore,minor,0.45,0.4313,0.0187
6475,Bangalore,minor,0.1,0.1142,-0.0142
6481,Chandigarh,fatal,0.65,0.508,0.142
6483,Mumbai,minor,0.45,0.506,-0.056
6488,Chennai,minor,0.6,0.6381,-0.0381
6496,Mumbai,major,0.6,0.5846,0.0154
6500,Mumbai,minor,0.45,0.4901,-0.0401
6511,Chennai,major,0.8,0.8244,-0.0244
6514,Mumbai,major,0.45,0.4962,-0.0462
6529,Chennai,minor,0.1,0.1152,-0.0152
6530,Pune,minor,0.6,0.6248,-0.0248
6535,Bangalore,minor,0.3,0.338,-0.038
6538,Kolkata,major,0.1,0.2299,-0.1299
6541,Pune,minor,0.1,0.157,-0.057
6542,Kolkata,minor,0.1,0.1302,-0.0302
6544,Chandigarh,major,0.6,0.6045,-0.0045
6550,Kolkata,minor,0.45,0.4675,-0.0175
6559,Hyderabad,minor,0.65,0.7076,-0.0576
6565,Chennai,minor,0.45,0.4575,-0.0075
6573,Kolkata,minor,0.45,0.519,-0.069
6576,Bangalore,major,0.45,0.473,-0.023
6583,Bangalore,major,0.45,0.4323,0.0177
6589,Hyderabad,fatal,0.85,0.7116,0.1384
6592,Hyderabad,minor,0.45,0.4846,-0.0346
6593,Bangalore,major,0.25,0.4007,-0.1507
6594,Hyderabad,fatal,1.0,0.8509,0.1491
6595,Bangalore,minor,0.3,0.3608,-0.0608
6604,Kolkata,minor,0.45,0.472,-0.022
6605,Chennai,major,0.45,0.4343,0.0157
6607,Kolkata,minor,0.1,0.1527,-0.0527
6610,Mumbai,major,0.45,0.4414,0.0086
6620,Bangalore,minor,0.45,0.4551,-0.0051
6624,Pune,minor,0.65,0.6575,-0.0075
6628,Bangalore,fatal,0.65,0.5044,0.1456
6634,Bangalore,major,0.45,0.5042,-0.0542
6635,Hyderabad,fatal,0.3,0.1311,0.1689
6650,Hyderabad,minor,0.45,0.5005,-0.0505
6652,Pune,major,0.1,0.1718,-0.0718
6664,Chennai,minor,0.25,0.271,-0.021
6673,Hyderabad,minor,0.25,0.2497,0.0003
6678,Mumbai,major,0.8,0.7803,0.0197
6679,Chennai,minor,0.3,0.3948,-0.0948
6687,Chennai,minor,0.6,0.5962,0.0038
6692,Chennai,minor,0.45,0.4547,-0.0047
6695,Hyderabad,minor,0.65,0.7014,-0.0514
6699,Chandigarh,minor,0.3,0.3339,-0.0339
6704,Pune,minor,0.65,0.6723,-0.0223
6705,Chandigarh,fatal,0.65,0.456,0.194
6714,Pune,major,0.3,0.3658,-0.0658
6723,Chennai,minor,0.45,0.5294,-0.0794
6735,Bangalore,minor,0.65,0.7034,-0.0534
6740,Chandigarh,major,0.45,0.4604,-0.0104
6743,Delhi,major,0.25,0.3096,-0.0596
6747,Chandigarh,major,0.1,0.0812,0.0188
6758,Mumbai,minor,0.45,0.5069,-0.0569
6770,Bangalore,minor,0.65,0.7232,-0.0732
6772,Kolkata,minor,0.55,0.569,-0.019
6779,Mumbai,minor,0.65,0.6594,-0.0094
6784,Bangalore,major,0.45,0.4602,-0.0102
6792,Mumbai,minor,0.45,0.4713,-0.0213
6795,Chennai,major,0.45,0.4338,0.0162
6797,Hyderabad,minor,0.65,0.6857,-0.0357
6804,Delhi,minor,0.45,0.4448,0.0052
6811,Pune,minor,0.1,0.1536,-0.0536
6813,Bangalore,minor,0.45,0.4756,-0.0256
6831,Pune,major,0.6,0.6504,-0.0504
6834,Hyderabad,major,0.9,0.8898,0.0102
6837,Kolkata,minor,0.1,0.0901,0.0099
6857,Kolkata,major,0.25,0.3427,-0.0927
6860,Bangalore,fatal,0.65,0.4777,0.1723
6862,Mumbai,minor,0.45,0.4873,-0.0373
6867,Kolkata,major,0.25,0.3593,-0.1093
6868,Bangalore,minor,0.25,0.267,-0.017
6874,Bangalore,minor,0.45,0.4898,-0.0398
6875,Bangalore,major,0.45,0.4937,-0.0437
6883,Delhi,minor,0.25,0.3427,-0.0927
6884,Hyderabad,minor,0.6,0.6167,-0.0167
6885,Chandigarh,minor,0.45,0.4831,-0.0331
6886,Bangalore,major,0.1,0.1104,-0.0104
6887,Chennai,minor,0.1,0.1848,-0.0848
6895,Kolkata,minor,0.65,0.6277,0.0223
6905,Chandigarh,minor,0.3,0.3011,-0.0011
6907,Hyderabad,minor,0.25,0.25,0.0
6909,Chennai,minor,0.6,0.6398,-0.0398
6930,Bangalore,minor,0.8,0.8329,-0.0329
6935,Bangalore,major,0.4,0.4859,-0.0859
6941,Bangalore,major,0.3,0.2687,0.0313
6953,Kolkata,minor,0.1,0.0989,0.0011
6955,Hyderabad,minor,0.6,0.6144,-0.0144
6959,Chennai,major,0.25,0.2723,-0.0223
6964,Chandigarh,minor,0.7,0.642,0.058
6965,Hyderabad,major,0.6,0.6276,-0.0276
6971,Mumbai,fatal,0.3,0.1748,0.1252
6972,Hyderabad,minor,0.8,0.8327,-0.0327
6983,Kolkata,fatal,0.8,0.6044,0.1956
6984,Bangalore,major,0.45,0.4553,-0.0053
6987,Hyderabad,major,0.25,0.241,0.009
6988,Bangalore,major,0.8,0.8377,-0.0377
6995,Hyderabad,minor,0.1,0.1324,-0.0324
6999,Bangalore,minor,0.65,0.6722,-0.0222
7004,Kolkata,major,0.45,0.474,-0.024
7012,Hyderabad,minor,0.1,0.0945,0.0055
7014,Chennai,fatal,0.3,0.1806,0.1194
7023,Mumbai,major,0.1,0.1765,-0.0765
7030,Kolkata,minor,0.65,0.6514,-0.0014
7033,Pune,minor,0.1,0.1551,-0.0551
7034,Delhi,minor,0.8,0.7883,0.0117
7042,Hyderabad,minor,0.65,0.699,-0.049
7045,Delhi,major,0.45,0.4617,-0.0117
7052,Kolkata,minor,0.1,0.2452,-0.1452
7056,Chandigarh,minor,0.65,0.6722,-0.0222
7057,Chandigarh,minor,0.45,0.4506,-0.0006
7060,Delhi,fatal,0.65,0.4693,0.1807
7061,Kolkata,minor,0.1,0.1627,-0.0627
7066,Kolkata,major,0.1,0.1475,-0.0475
7072,Chennai,minor,0.25,0.2923,-0.0423
7088,Pune,minor,0.3,0.2614,0.0386
7093,Kolkata,fatal,0.45,0.2565,0.1935
7095,Hyderabad,minor,0.45,0.4739,-0.0239
7096,Chennai,minor,0.1,0.1308,-0.0308
7100,Mumbai,minor,0.8,0.8041,-0.0041
7107,Hyderabad,minor,0.8,0.8385,-0.0385
7110,Chandigarh,minor,0.6,0.5575,0.0425
7118,Chandigarh,major,0.65,0.6615,-0.0115
7123,Delhi,major,0.8,0.8948,-0.0948
7130,Kolkata,major,0.25,0.3518,-0.1018
7132,Bangalore,minor,0.25,0.3472,-0.0972
7136,Bangalore,fatal,0.5,0.321,0.179
7137,Chennai,minor,0.6,0.6181,-0.0181
7146,Chandigarh,minor,0.45,0.429,0.021
7151,Delhi,minor,0.45,0.4758,-0.0258
7161,Bangalore,fatal,0.65,0.4814,0.1686
7162,Mumbai,major,0.8,0.8827,-0.0827
7167,Chennai,fatal,0.8,0.6443,0.1557
7178,Delhi,minor,0.45,0.5325,-0.0825
7180,Mumbai,minor,0.45,0.5313,-0.0813
7189,Hyderabad,major,0.3,0.3107,-0.0107
7197,Chennai,minor,0.25,0.2954,-0.0454
7200,Delhi,minor,0.1,0.2074,-0.1074
7201,Bangalore,minor,0.25,0.2904,-0.0404
7216,Delhi,major,0.3,0.3602,-0.0602
7232,Pune,minor,0.45,0.4997,-0.0497
7240,Mumbai,major,0.1,0.1157,-0.0157
7246,Mumbai,minor,0.65,0.6775,-0.0275
7248,Mumbai,major,0.1,0.1442,-0.0442
7255,Kolkata,minor,0.45,0.4775,-0.0275
7272,Delhi,minor,0.25,0.2547,-0.0047
7277,Mumbai,fatal,0.3,0.1228,0.1772
7283,Mumbai,minor,0.25,0.3803,-0.1303
7287,Kolkata,major,0.1,0.1723,-0.0723
7288,Chennai,minor,0.6,0.6127,-0.0127
7294,Mumbai,minor,0.1,0.181,-0.081
7296,Kolkata,minor,0.4,0.4536,-0.0536
7297,Hyderabad,major,0.65,0.6525,-0.0025
7300,Mumbai,major,0.1,0.0933,0.0067
7305,Delhi,minor,0.65,0.6361,0.0139
7308,Chennai,minor,0.65,0.733,-0.083
7310,Chandigarh,minor,0.4,0.4049,-0.0049
7311,Pune,minor,0.1,0.2068,-0.1068
7312,Mumbai,minor,0.1,0.1492,-0.0492
7313,Delhi,major,0.1,0.126,-0.026
7315,Pune,fatal,0.45,0.3368,0.1132
7316,Kolkata,minor,0.45,0.4715,-0.0215
7317,Bangalore,major,0.1,0.1157,-0.0157
7319,Delhi,minor,0.45,0.4513,-0.0013
7327,Chandigarh,fatal,0.85,0.7408,0.1092
7328,Mumbai,fatal,0.65,0.4848,0.1652
7338,Kolkata,major,0.45,0.4935,-0.0435
7350,Mumbai,fatal,0.85,0.7021,0.1479
7351,Chennai,fatal,0.65,0.5367,0.1133
7354,Chandigarh,minor,0.65,0.6717,-0.0217
7365,Bangalore,minor,0.45,0.5527,-0.1027
7382,Bangalore,major,0.4,0.4476,-0.0476
7389,Hyderabad,minor,0.45,0.4282,0.0218
7393,Kolkata,minor,0.45,0.4754,-0.0254
7394,Chennai,minor,0.25,0.2778,-0.0278
7408,Chennai,minor,0.1,0.1544,-0.0544
7411,Pune,minor,0.45,0.5296,-0.0796
7418,Delhi,major,0.25,0.3078,-0.0578
7423,Delhi,fatal,0.65,0.4602,0.1898
7428,Kolkata,major,0.8,0.7903,0.0097
7435,Mumbai,major,0.8,0.7743,0.0257
7438,Pune,minor,0.25,0.1964,0.0536
7441,Chennai,major,0.8,0.8178,-0.0178
7449,Pune,minor,0.45,0.442,0.008
7453,Chennai,minor,0.3,0.3283,-0.0283
7455,Chennai,major,0.45,0.4684,-0.0184
7458,Kolkata,fatal,0.65,0.4972,0.1528
7471,Bangalore,minor,0.45,0.5058,-0.0558
7479,Bangalore,fatal,0.65,0.4742,0.1758
7494,Bangalore,minor,0.45,0.4584,-0.0084
7499,Kolkata,major,0.1,0.1064,-0.0064
7510,Chennai,major,0.65,0.684,-0.034
7511,Delhi,minor,0.65,0.6476,0.0024
7512,Chennai,minor,0.25,0.2956,-0.0456
7518,Bangalore,major,0.3,0.3389,-0.0389
7520,Pune,major,0.1,0.129,-0.029
7524,Mumbai,major,0.6,0.6799,-0.0799
7527,Hyderabad,minor,0.45,0.5538,-0.1038
7535,Mumbai,minor,0.8,0.8338,-0.0338
7537,Delhi,minor,0.45,0.4527,-0.0027
7542,Kolkata,minor,0.8,0.8535,-0.0535
7546,Mumbai,minor,0.8,0.8268,-0.0268
7553,Delhi,major,0.45,0.4684,-0.0184
7557,Mumbai,minor,0.65,0.6917,-0.0417
7560,Mumbai,minor,0.45,0.4875,-0.0375
7572,Mumbai,fatal,0.3,0.1114,0.1886
7579,Bangalore,minor,0.45,0.4549,-0.0049
7581,Hyderabad,major,0.3,0.39,-0.09
7585,Pune,minor,0.45,0.5112,-0.0612
7586,Chennai,minor,0.1,0.1542,-0.0542
7591,Bangalore,major,0.25,0.3594,-0.1094
7598,Pune,minor,0.25,0.274,-0.024
7600,Hyderabad,minor,0.1,0.1583,-0.0583
7610,Pune,minor,0.45,0.6329,-0.1829
7621,Chennai,minor,0.45,0.5093,-0.0593
7625,Hyderabad,major,0.1,0.1371,-0.0371
7638,Hyderabad,minor,0.45,0.4801,-0.0301
7641,Kolkata,minor,0.45,0.5387,-0.0887
7644,Bangalore,major,0.1,0.1659,-0.0659
7647,Kolkata,minor,0.65,0.6597,-0.0097
7648,Mumbai,major,0.45,0.4612,-0.0112
7649,Delhi,minor,0.6,0.6863,-0.0863
7653,Chennai,fatal,0.65,0.544,0.106
7661,Chennai,minor,0.8,0.8304,-0.0304
7667,Bangalore,minor,0.45,0.4681,-0.0181
7671,Bangalore,major,0.65,0.6473,0.0027
7673,Pune,major,0.45,0.5087,-0.0587
7679,Kolkata,major,0.65,0.6806,-0.0306
7690,Bangalore,minor,0.3,0.3268,-0.0268
7697,Hyderabad,fatal,0.65,0.4734,0.1766
7707,Hyderabad,major,0.65,0.675,-0.025
7708,Delhi,fatal,0.65,0.4603,0.1897
7716,Chandigarh,minor,0.1,0.15,-0.05
7725,Kolkata,minor,0.65,0.6451,0.0049
7727,Hyderabad,minor,0.45,0.4708,-0.0208
7728,Pune,major,0.65,0.6599,-0.0099
7739,Chennai,minor,0.45,0.4951,-0.0451
7744,Bangalore,minor,0.45,0.496,-0.046
7750,Chennai,minor,0.45,0.4445,0.0055
7756,Pune,minor,0.45,0.5277,-0.0777
7763,Pune,minor,0.45,0.4727,-0.0227
7772,Bangalore,major,0.6,0.6221,-0.0221
7773,Chennai,minor,0.8,0.7989,0.0011
7775,Kolkata,minor,0.25,0.2877,-0.0377
7778,Mumbai,minor,0.3,0.3882,-0.0882
7781,Mumbai,major,0.1,0.1373,-0.0373
7782,Chandigarh,major,0.45,0.4933,-0.0433
7789,Chandigarh,major,0.1,0.222,-0.122
7790,Delhi,minor,0.25,0.2631,-0.0131
7792,Kolkata,minor,0.1,0.1427,-0.0427
7793,Chandigarh,minor,0.8,0.8547,-0.0547
7798,Mumbai,minor,0.1,0.1066,-0.0066
7800,Delhi,fatal,0.65,0.52,0.13
7809,Bangalore,minor,0.45,0.4464,0.0036
7816,Mumbai,major,0.25,0.2481,0.0019
7819,Pune,minor,0.45,0.4396,0.0104
7824,Bangalore,minor,0.65,0.6599,-0.0099
7831,Kolkata,major,0.45,0.5067,-0.0567
7834,Delhi,minor,0.25,0.2925,-0.0425
7836,Chandigarh,minor,0.1,0.1133,-0.0133
7842,Chennai,minor,0.45,0.4318,0.0182
7848,Pune,major,0.45,0.4827,-0.0327
7851,Chennai,major,0.45,0.4653,-0.0153
7852,Chandigarh,minor,0.45,0.4923,-0.0423
7858,Chennai,major,0.45,0.4784,-0.0284
7867,Pune,minor,0.45,0.4697,-0.0197
7873,Mumbai,fatal,0.3,0.1427,0.1573
7876,Chandigarh,fatal,0.65,0.4519,0.1981
7878,Pune,minor,0.45,0.5229,-0.0729
7881,Kolkata,fatal,0.65,0.4511,0.1989
7884,Mumbai,major,0.1,0.1179,-0.0179
7888,Hyderabad,major,0.8,0.8161,-0.0161
7902,Bangalore,minor,0.45,0.423,0.027
7904,Mumbai,minor,0.65,0.6516,-0.0016
7909,Chennai,major,0.1,0.1116,-0.0116
7911,Chennai,minor,0.4,0.4375,-0.0375
7923,Delhi,minor,0.1,0.1278,-0.0278
7929,Kolkata,minor,0.45,0.4545,-0.0045
7932,Bangalore,minor,0.1,0.1226,-0.0226
7940,Chennai,major,0.1,0.1664,-0.0664
7941,Pune,minor,0.4,0.4488,-0.0488
7943,Pune,minor,0.45,0.5619,-0.1119
7951,Pune,minor,0.45,0.4787,-0.0287
7966,Pune,fatal,0.65,0.4866,0.1634
7978,Chandigarh,major,0.45,0.4816,-0.0316
7990,Chandigarh,minor,0.8,0.8054,-0.0054
7993,Chandigarh,minor,0.45,0.4392,0.0108
7996,Delhi,minor,0.3,0.3429,-0.0429
7998,Kolkata,minor,0.25,0.2373,0.0127
8001,Chennai,major,0.65,0.6501,-0.0001
8002,Delhi,fatal,0.65,0.5034,0.1466
8003,Bangalore,fatal,0.45,0.2948,0.1552
8008,Kolkata,minor,0.1,0.1291,-0.0291
8013,Bangalore,major,0.45,0.4521,-0.0021
8017,Delhi,minor,0.8,0.8424,-0.0424
8024,Hyderabad,minor,0.25,0.3034,-0.0534
8027,Kolkata,fatal,0.8,0.6514,0.1486
8029,Delhi,minor,0.45,0.4546,-0.0046
8036,Mumbai,minor,0.8,0.7959,0.0041
8037,Chandigarh,major,0.6,0.5974,0.0026
8038,Bangalore,minor,0.45,0.4866,-0.0366
8043,Pune,major,0.65,0.6852,-0.0352
8050,Chandigarh,minor,0.45,0.4775,-0.0275
8052,Chandigarh,major,0.45,0.4916,-0.0416
8053,Pune,minor,0.1,0.1543,-0.0543
8062,Delhi,major,0.45,0.549,-0.099
8076,Mumbai,minor,0.1,0.0974,0.0026
8103,Chandigarh,major,0.45,0.4776,-0.0276
8109,Pune,minor,0.65,0.6417,0.0083
8110,Hyderabad,minor,0.45,0.4657,-0.0157
8114,Hyderabad,minor,0.65,0.6107,0.0393
8117,Pune,major,0.3,0.3138,-0.0138
8121,Pune,major,0.45,0.5276,-0.0776
8129,Chandigarh,minor,0.25,0.3048,-0.0548
8133,Pune,major,0.1,0.173,-0.073
8139,Mumbai,major,0.3,0.3591,-0.0591
8145,Mumbai,fatal,1.0,0.8888,0.1112
8151,Mumbai,minor,0.1,0.1593,-0.0593
8153,Hyderabad,major,0.65,0.6419,0.0081
8172,Delhi,minor,0.45,0.5319,-0.0819
8174,Bangalore,minor,0.45,0.4512,-0.0012
8177,Kolkata,major,0.1,0.1471,-0.0471
8182,Hyderabad,minor,0.6,0.6177,-0.0177
8183,Chandigarh,major,0.3,0.3146,-0.0146
8196,Mumbai,major,0.45,0.4846,-0.0346
8197,Kolkata,minor,0.1,0.1857,-0.0857
8202,Delhi,minor,0.8,0.8255,-0.0255
8205,Mumbai,minor,0.1,0.1221,-0.0221
8207,Kolkata,major,0.6,0.6558,-0.0558
8208,Chennai,fatal,0.65,0.5132,0.1368
8210,Delhi,minor,0.45,0.4979,-0.0479
8217,Hyderabad,minor,0.6,0.6508,-0.0508
8218,Bangalore,minor,0.1,0.1393,-0.0393
8219,Delhi,fatal,0.65,0.4286,0.2214
8223,Mumbai,minor,0.8,0.8041,-0.0041
8225,Chennai,minor,0.45,0.4449,0.0051
8234,Chandigarh,minor,0.45,0.556,-0.106
8246,Hyderabad,minor,0.25,0.209,0.041
8256,Kolkata,fatal,0.5,0.3469,0.1531
8257,Mumbai,minor,0.1,0.1193,-0.0193
8262,Kolkata,minor,0.65,0.6508,-0.0008
8265,Chennai,minor,0.25,0.2989,-0.0489
8269,Hyderabad,fatal,0.85,0.6738,0.1762
8273,Chennai,major,0.45,0.5153,-0.0653
8280,Bangalore,minor,0.45,0.4736,-0.0236
8283,Chennai,major,0.8,0.8209,-0.0209
8288,Pune,minor,0.8,0.8244,-0.0244
8293,Delhi,major,0.45,0.5534,-0.1034
8296,Bangalore,minor,0.45,0.4585,-0.0085
8300,Hyderabad,major,0.45,0.4207,0.0293
8306,Bangalore,minor,0.45,0.4948,-0.0448
8307,Delhi,minor,0.25,0.2567,-0.0067
8309,Kolkata,major,0.1,0.1604,-0.0604
8321,Chandigarh,minor,0.8,0.8083,-0.0083
8326,Hyderabad,minor,0.8,0.8611,-0.0611
8328,Delhi,major,0.45,0.4482,0.0018
8332,Chandigarh,fatal,1.0,0.8325,0.1675
8335,Chennai,major,0.45,0.4913,-0.0413
8336,Chandigarh,minor,0.45,0.4754,-0.0254
8342,Pune,minor,0.1,0.1342,-0.0342
8344,Chandigarh,minor,0.3,0.3549,-0.0549
8358,Mumbai,major,0.65,0.679,-0.029
8359,Pune,minor,0.25,0.3407,-0.0907
8364,Delhi,minor,0.45,0.4865,-0.0365
8365,Pune,major,0.45,0.5037,-0.0537
8367,Kolkata,minor,0.45,0.4633,-0.0133
8373,Delhi,major,0.25,0.2584,-0.0084
8379,Chennai,minor,0.3,0.286,0.014
8383,Pune,minor,0.65,0.7414,-0.0914
8384,Mumbai,minor,0.45,0.5608,-0.1108
8387,Delhi,minor,0.45,0.4695,-0.0195
